Resident Town ID ,District ID,Resident Town ,Sent to District ,School Year,School Type ,PK,K,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Total
1,001,Andover,Andover School District,2010-11,,33,42,46,43,49,35,38,48,0,0,0,0,0,0,334
1,241,Andover,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,241,Andover,Capitol Region Education Council,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4
1,900,Andover,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,4,4,0,3,11
1,043,Andover,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,253,Andover,Eastern Connecticut Regional Educational Service Center,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,064,Andover,Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4
1,071,Andover,Lebanon School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6
1,263,Andover,Odyssey Community School District,2010-11,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,208,Andover,Regional School District 08,2010-11,,0,0,0,0,0,0,0,0,52,46,48,39,62,46,293
1,152,Andover,Waterford School District,2010-11,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,002,Ansonia,Ansonia School District,2010-11,,94,204,213,201,193,215,203,200,179,182,205,206,172,148,2615
2,244,Ansonia,Area Cooperative Educational Services,2010-11,,0,1,1,2,1,0,2,2,3,1,3,1,1,5,23
2,244,Ansonia,Area Cooperative Educational Services,2010-11, Magnet School,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,268,Ansonia,Common Ground High School District,2010-11,,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4
2,900,Ansonia,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,46,34,34,25,139
2,243,Ansonia,Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,243,Ansonia,Cooperative Educational Services,2010-11, Magnet School,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4
2,083,Ansonia,Middletown School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,093,Ansonia,New Haven School District,2010-11, Magnet School,1,4,12,8,16,13,18,26,19,18,28,14,16,13,206
2,103,Ansonia,Norwalk School District,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,214,Ansonia,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
3,003,Ashford,Ashford School District,2010-11,,47,48,35,54,33,48,52,52,51,56,0,0,0,0,476
3,241,Ashford,Capitol Region Education Council,2010-11,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
3,241,Ashford,Capitol Region Education Council,2010-11, Magnet School,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
3,900,Ashford,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,5,4,3,4,16
3,043,Ashford,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,253,Ashford,Eastern Connecticut Regional Educational Service Center,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,253,Ashford,Eastern Connecticut Regional Educational Service Center,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5
3,219,Ashford,Regional School District 19,2010-11,,0,0,0,0,0,0,0,0,0,0,47,57,62,52,218
3,219,Ashford,Regional School District 19,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,6,2,3,2,13
3,163,Ashford,Windham School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,244,Avon,Area Cooperative Educational Services,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,004,Avon,Avon School District,2010-11,,39,185,232,256,260,276,301,283,277,288,277,263,280,254,3471
4,004,Avon,Avon School District,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,011,Avon,Bloomfield School District,2010-11, Magnet School,13,8,0,0,0,0,0,0,0,0,0,0,0,0,21
4,023,Avon,Canton School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4,241,Avon,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,241,Avon,Capitol Region Education Council,2010-11, Magnet School,16,10,10,6,1,2,1,0,0,0,0,0,2,0,48
4,287,Avon,Charter School for Young Children on Asylum Hill,2010-11,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
4,900,Avon,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6
4,043,Avon,East Hartford School District,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,043,Avon,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4,064,Avon,Hartford School District,2010-11, Magnet School,0,3,0,0,0,0,0,0,1,1,0,1,0,0,6
4,155,Avon,West Hartford School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,005,Barkhamsted,Barkhamsted School District,2010-11,,18,49,43,58,35,52,51,55,0,0,0,0,0,0,361
5,241,Barkhamsted,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,900,Barkhamsted,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,5,3,5,3,16
5,098,Barkhamsted,Norfolk School District,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,207,Barkhamsted,Regional School District 07,2010-11,,0,0,0,0,0,0,0,0,51,32,40,45,53,66,287
5,207,Barkhamsted,Regional School District 07,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,4,6,2,0,12
5,162,Barkhamsted,Winchester School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
6,900,Beacon Falls,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,7,2,3,7,19
6,093,Beacon Falls,New Haven School District,2010-11, Magnet School,0,0,1,0,1,0,1,1,0,1,0,0,0,0,5
6,093,Beacon Falls,New Haven School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,214,Beacon Falls,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
6,216,Beacon Falls,Regional School District 16,2010-11,,20,68,79,65,92,75,66,72,70,79,79,78,95,72,1010
6,216,Beacon Falls,Regional School District 16,2010-11, Homebound,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,244,Berlin,Area Cooperative Educational Services,2010-11,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
7,007,Berlin,Berlin School District,2010-11,,48,209,206,235,199,230,234,222,253,232,226,254,260,264,3072
7,007,Berlin,Berlin School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,241,Berlin,Capitol Region Education Council,2010-11,,1,0,1,0,0,0,0,1,0,0,0,0,1,1,5
7,241,Berlin,Capitol Region Education Council,2010-11, Magnet School,4,3,0,0,1,0,1,2,1,0,8,3,4,0,27
7,287,Berlin,Charter School for Young Children on Asylum Hill,2010-11,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7,900,Berlin,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,8,7,7,3,25
7,064,Berlin,Hartford School District,2010-11, Magnet School,1,0,1,1,2,2,1,5,2,1,5,2,0,1,24
7,245,Berlin,Learn,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,131,Berlin,Southington School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,2,2,0,6
8,244,Bethany,Area Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8,244,Bethany,Area Cooperative Educational Services,2010-11, Magnet School,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,008,Bethany,Bethany School District,2010-11,,14,53,62,72,74,85,67,81,0,0,0,0,0,0,508
8,268,Bethany,Common Ground High School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
8,900,Bethany,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
8,093,Bethany,New Haven School District,2010-11, Magnet School,0,0,0,0,1,0,0,2,2,1,0,0,0,2,8
8,093,Bethany,New Haven School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
8,205,Bethany,Regional School District 05,2010-11,,0,0,0,0,0,0,0,0,72,87,87,71,88,95,500
8,214,Bethany,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
9,244,Bethel,Area Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,009,Bethel,Bethel School District,2010-11,,88,161,169,222,201,235,216,222,245,215,249,227,240,242,2932
9,900,Bethel,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,11,8,16,17,52
9,243,Bethel,Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,1,1,1,0,1,1,2,7
9,034,Bethel,Danbury School District,2010-11, Magnet School,0,12,4,7,1,2,1,0,0,0,0,0,0,0,27
9,242,Bethel,Education Connection,2010-11,,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
9,097,Bethel,Newtown School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,209,Bethel,Regional School District 09,2010-11,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
9,214,Bethel,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,6,1,0,8
9,158,Bethel,Westport School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,244,Bethlehem,Area Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10,900,Bethlehem,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6
10,214,Bethlehem,Regional School District 14,2010-11,,4,35,28,34,22,43,33,35,41,32,34,26,27,45,439
10,214,Bethlehem,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,14,9,13,6,42
10,215,Bethlehem,Regional School District 15,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,151,Bethlehem,Waterbury School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,288,Bloomfield,Achievement First Hartford Academy Inc.,2010-11,,0,0,0,1,1,0,2,0,0,0,0,0,0,0,4
11,011,Bloomfield,Bloomfield School District,2010-11,,0,94,126,131,139,142,147,158,124,140,147,130,118,118,1714
11,011,Bloomfield,Bloomfield School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
11,011,Bloomfield,Bloomfield School District,2010-11, Magnet School,93,51,0,0,0,0,0,0,0,0,14,17,4,6,185
11,011,Bloomfield,Bloomfield School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,12,17,32,17,78
11,241,Bloomfield,Capitol Region Education Council,2010-11,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4
11,241,Bloomfield,Capitol Region Education Council,2010-11, Magnet School,4,3,7,4,5,1,4,16,18,27,24,32,29,27,201
11,287,Bloomfield,Charter School for Young Children on Asylum Hill,2010-11,,2,1,2,2,0,0,0,0,0,0,0,0,0,0,7
11,900,Bloomfield,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,13,4,6,2,25
11,043,Bloomfield,East Hartford School District,2010-11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,043,Bloomfield,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,272,Bloomfield,Explorations District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,064,Bloomfield,Hartford School District,2010-11, Magnet School,4,4,3,12,6,8,8,14,19,21,22,29,33,20,203
11,064,Bloomfield,Hartford School District,2010-11, Open Choice ,0,0,0,0,0,0,0,0,0,1,0,5,2,0,8
11,261,Bloomfield,Jumoke Academy District,2010-11,,3,1,8,3,3,7,12,3,6,2,0,0,0,0,48
11,146,Bloomfield,Vernon School District,2010-11,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,012,Bolton,Bolton School District,2010-11,,13,54,63,52,46,52,63,59,74,65,83,65,50,57,796
12,241,Bolton,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,241,Bolton,Capitol Region Education Council,2010-11, Magnet School,0,0,0,0,0,0,0,0,2,1,0,1,1,5,10
12,900,Bolton,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,2,6,5,3,16
12,043,Bolton,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
12,064,Bolton,Hartford School District,2010-11, Magnet School,0,0,0,0,0,1,0,0,0,0,4,1,1,0,7
12,078,Bolton,Mansfield School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12,263,Bolton,Odyssey Community School District,2010-11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,146,Bolton,Vernon School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
12,163,Bolton,Windham School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13,013,Bozrah,Bozrah School District,2010-11,,17,30,19,19,22,21,28,31,20,26,0,0,0,0,233
13,900,Bozrah,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,5,8,5,3,21
13,043,Bozrah,East Hartford School District,2010-11,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,264,Bozrah,Integrated Day Charter School District,2010-11,,0,1,0,2,0,0,3,0,1,1,0,0,0,0,8
13,245,Bozrah,Learn,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,071,Bozrah,Lebanon School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5
13,086,Bozrah,Montville School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
13,901,Bozrah,Norwich Free Academy,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,33,29,26,26,114
13,109,Bozrah,Plainfield School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,244,Branford,Area Cooperative Educational Services,2010-11,,1,0,0,0,1,1,2,0,1,1,1,0,0,1,9
14,014,Branford,Branford School District,2010-11,,80,233,239,230,242,237,239,270,257,258,289,271,248,276,3369
14,014,Branford,Branford School District,2010-11, Homebound,0,0,0,0,0,0,1,0,1,1,0,1,0,1,5
14,268,Branford,Common Ground High School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
14,900,Branford,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,5,2,3,8,18
14,044,Branford,East Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,0,2,0,2,4,8
14,286,Branford,Highville Charter School District,2010-11,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14,093,Branford,New Haven School District,2010-11, Magnet School,10,3,3,1,2,3,3,3,3,1,7,6,3,2,50
14,093,Branford,New Haven School District,2010-11, Open Choice ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,093,Branford,New Haven School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,5,6,3,16
14,101,Branford,North Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14,148,Branford,Wallingford School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,2,1,3,7
14,154,Branford,Westbrook School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,279,Bridgeport,Amistad Academy District,2010-11,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15,002,Bridgeport,Ansonia School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,244,Bridgeport,Area Cooperative Educational Services,2010-11,,0,0,0,1,1,0,0,3,4,6,9,5,6,16,51
15,285,Bridgeport,Bridgeport Achievement First,2010-11,,0,90,0,0,0,0,90,83,77,69,0,0,0,0,409
15,015,Bridgeport,Bridgeport School District,2010-11,,706,1841,1811,1715,1695,1602,1596,1402,1448,1341,1226,1172,1205,1119,19879
15,015,Bridgeport,Bridgeport School District,2010-11, Magnet School,59,31,0,0,0,0,0,0,0,0,0,0,0,0,90
15,015,Bridgeport,Bridgeport School District,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
15,015,Bridgeport,Bridgeport School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,81,44,32,35,192
15,017,Bridgeport,Bristol School District,2010-11,,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4
15,241,Bridgeport,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,268,Bridgeport,Common Ground High School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
15,900,Bridgeport,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,280,256,260,210,1006
15,243,Bridgeport,Cooperative Educational Services,2010-11,,53,0,1,6,9,6,5,2,8,8,3,5,3,12,121
15,243,Bridgeport,Cooperative Educational Services,2010-11, Magnet School,40,20,22,16,21,20,19,21,20,20,0,0,0,0,219
15,046,Bridgeport,Easton School District,2010-11, Open Choice ,0,0,2,0,1,1,0,1,2,2,0,0,0,0,9
15,242,Bridgeport,Education Connection,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,289,Bridgeport,Elm City College Preparatory School,2010-11,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,051,Bridgeport,Fairfield School District,2010-11, Open Choice ,0,0,3,3,0,8,3,4,10,4,6,5,9,9,64
15,280,Bridgeport,"New Beginnings Inc., Family Academy District",2010-11,,0,41,43,48,44,45,41,31,34,22,0,0,0,0,349
15,093,Bridgeport,New Haven School District,2010-11, Magnet School,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
15,103,Bridgeport,Norwalk School District,2010-11,,0,0,2,0,2,1,0,1,1,0,1,0,1,2,11
15,103,Bridgeport,Norwalk School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,12,20,19,13,64
15,283,Bridgeport,Park City Prep Charter School,2010-11,,0,0,0,0,0,0,0,95,85,70,0,0,0,0,250
15,214,Bridgeport,Regional School District 14,2010-11,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,270,Bridgeport,Side By Side Community School District,2010-11,,4,1,0,4,2,2,2,3,2,3,0,0,0,0,23
15,282,Bridgeport,Stamford Academy,2010-11,,0,0,0,0,0,0,0,0,0,0,4,4,5,10,23
15,135,Bridgeport,Stamford School District,2010-11,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15,135,Bridgeport,Stamford School District,2010-11, Magnet School,0,5,5,1,1,0,0,0,0,0,8,5,5,2,32
15,135,Bridgeport,Stamford School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,138,Bridgeport,Stratford School District,2010-11, Open Choice ,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4
15,269,Bridgeport,The Bridge Academy District,2010-11,,0,0,0,0,0,0,0,0,49,50,53,50,35,27,264
15,278,Bridgeport,Trailblazers Academy District,2010-11,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15,144,Bridgeport,Trumbull School District,2010-11,,2,0,0,0,0,0,0,0,0,0,0,2,1,2,7
15,144,Bridgeport,Trumbull School District,2010-11, Open Choice ,0,0,10,2,2,4,6,2,2,6,9,1,5,2,51
15,144,Bridgeport,Trumbull School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,10,10,15,10,45
15,157,Bridgeport,Weston School District,2010-11, Open Choice ,0,0,0,1,2,1,2,0,0,2,2,0,0,1,11
15,158,Bridgeport,Westport School District,2010-11,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3
15,158,Bridgeport,Westport School District,2010-11, Open Choice ,0,0,5,5,5,5,4,2,5,2,4,0,2,4,43
16,900,Bridgewater,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,212,Bridgewater,Regional School District 12,2010-11,,5,12,14,9,10,23,13,15,23,21,18,24,17,14,218
16,214,Bridgewater,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17,244,Bristol,Area Cooperative Educational Services,2010-11,,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4
17,017,Bristol,Bristol School District,2010-11,,309,639,590,626,544,630,600,642,664,663,794,626,593,615,8535
17,017,Bristol,Bristol School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11
17,017,Bristol,Bristol School District,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,1,14,23,38
17,241,Bristol,Capitol Region Education Council,2010-11,,1,0,0,1,0,1,0,0,1,0,1,0,1,1,7
17,241,Bristol,Capitol Region Education Council,2010-11, Magnet School,9,5,3,0,0,0,0,0,5,3,6,2,4,1,38
17,900,Bristol,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,27,19,21,21,88
17,064,Bristol,Hartford School District,2010-11, Magnet School,11,11,2,6,5,3,3,5,7,0,5,1,4,1,64
17,245,Bristol,Learn,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17,089,Bristol,New Britain School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17,119,Bristol,Rocky Hill School District,2010-11,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17,131,Bristol,Southington School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,3,3,5,7,18
17,143,Bristol,Torrington School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
17,151,Bristol,Waterbury School District,2010-11, Magnet School,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
17,166,Bristol,Wolcott School District,2010-11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,009,Brookfield,Bethel School District,2010-11,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
18,018,Brookfield,Brookfield School District,2010-11,,42,162,196,207,167,209,200,240,214,236,240,244,255,256,2868
18,018,Brookfield,Brookfield School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
18,900,Brookfield,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,10,13,8,3,34
18,243,Brookfield,Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
18,034,Brookfield,Danbury School District,2010-11, Magnet School,0,4,5,9,12,7,7,0,0,0,0,0,0,0,44
18,242,Brookfield,Education Connection,2010-11,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
18,062,Brookfield,Hamden School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18,214,Brookfield,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4
19,019,Brooklyn,Brooklyn School District,2010-11,,100,97,76,87,96,106,86,104,99,94,2,0,0,0,947
19,900,Brooklyn,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,12,4,10,8,34
19,032,Brooklyn,Coventry School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,044,Brooklyn,East Haven School District,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19,253,Brooklyn,Eastern Connecticut Regional Educational Service Center,2010-11,,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4
19,253,Brooklyn,Eastern Connecticut Regional Educational Service Center,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
19,264,Brooklyn,Integrated Day Charter School District,2010-11,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,069,Brooklyn,Killingly School District,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,30,8,18,6,62
19,901,Brooklyn,Norwich Free Academy,2010-11,,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4
19,219,Brooklyn,Regional School District 19,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,903,Brooklyn,Woodstock Academy,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,53,94,68,68,283
20,241,Burlington,Capitol Region Education Council,2010-11,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3
20,241,Burlington,Capitol Region Education Council,2010-11, Magnet School,11,1,0,1,0,1,0,0,0,0,0,1,0,0,15
20,900,Burlington,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,1,2,3,6,12
20,272,Burlington,Explorations District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20,064,Burlington,Hartford School District,2010-11, Magnet School,2,0,0,0,0,0,0,3,2,0,2,1,1,0,11
20,206,Burlington,Regional School District 06,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5
20,210,Burlington,Regional School District 10,2010-11,,27,113,135,144,129,154,158,163,136,144,138,136,133,115,1825
20,210,Burlington,Regional School District 10,2010-11, Homebound,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,210,Burlington,Regional School District 10,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6
21,021,Canaan,Canaan School District,2010-11,,0,11,14,6,11,11,8,9,9,7,0,0,0,0,86
21,900,Canaan,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,3,10,5,4,22
21,031,Canaan,Cornwall School District,2010-11,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
21,068,Canaan,Kent School District,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,100,Canaan,North Canaan School District,2010-11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,201,Canaan,Regional School District 01,2010-11,,0,0,0,0,0,0,0,0,0,0,12,2,16,6,36
21,201,Canaan,Regional School District 01,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,3,6,2,2,13
22,022,Canterbury,Canterbury School District,2010-11,,36,46,41,67,69,59,46,53,49,58,0,0,0,0,524
22,900,Canterbury,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,16,9,12,10,47
22,253,Canterbury,Eastern Connecticut Regional Educational Service Center,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,058,Canterbury,Griswold School District,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,8,13,5,13,39
22,264,Canterbury,Integrated Day Charter School District,2010-11,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,069,Canterbury,Killingly School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
22,901,Canterbury,Norwich Free Academy,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,18,18,28,20,84
22,219,Canterbury,Regional School District 19,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,903,Canterbury,Woodstock Academy,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,21,26,16,15,78
23,023,Canton,Canton School District,2010-11,,29,130,125,149,136,133,132,136,112,145,145,122,122,114,1730
23,241,Canton,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
23,241,Canton,Capitol Region Education Council,2010-11, Magnet School,5,2,3,2,1,0,0,0,0,2,1,2,0,0,18
